id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
27934,Nice room with superb city view,120437,Nuttee,Ratchathewi,13.75983,100.54134,Entire home/apt,2020,3,64,1/6/2020,0.43,2,362,0
35780,Spacious one bedroom at The Kris Condo Bldg. 3,153730,Sirilak,Din Daeng,13.78823,100.57256,Private room,1286,14,6,5/22/2024,0.06,1,309,2
48736,Condo with Chaopraya River View,222005,Athitaya,Rat Burana,13.68556,100.49535,Private room,1653,3,1,2/3/2014,0.01,1,365,0
55681,Sathorn Terrace Apartment(61),263049,Tor,Bang Rak,13.71934,100.5176,Private room,1150,2,34,4/17/2024,0.21,7,356,5
55686,Comfy bedroom near River pier & BTS  Taksin.,263049,Tor,Sathon,13.71802,100.51539,Hotel room,1384,2,210,3/24/2024,1.29,7,365,2
61000,Apt.@Pinklao near shopping mall,294896,Kate,Bang Phlat,13.78085,100.47526,Entire home/apt,1102,30,2,12/19/2021,0.01,2,362,0
69046,"Cozy and spacious 1BR with great view, LT rent",272478,Jean,Chatu Chak,13.80956,100.56378,Entire home/apt,1543,90,18,5/9/2018,0.11,1,358,0
105042,Central Bangkok 3 Bedroom Apartment,545890,Henry,Khlong Toei,13.73378,100.56303,Entire home/apt,6024,28,147,1/7/2020,0.95,1,362,0
121410,"MetroPoint Suite Room, Near Airport",610315,Kasem,Bang Kapi,13.76747,100.63287,Private room,1190,1,6,4/15/2024,0.35,3,365,5
145343,Boutique Rooms Near Bangkok Airport,703944,Parinya,Lat Krabang,13.721868,100.771713,Private room,1200,1,69,6/24/2024,0.59,1,363,24
156583,Studio near Chula University/Silom walk to MRT,58920,Gael,Bang Rak,13.7285,100.52313,Entire home/apt,1090,7,71,5/10/2024,0.47,2,113,6
166267,1 bed apartment near Chula Uni walk to MRT Samyan,58920,Gael,Bang Rak,13.72733,100.52555,Entire home/apt,1290,6,78,2/5/2024,0.52,2,179,4
172332,Tranquility found in busy Bangkok near new skytran,822284,Rae And Charlie,Bang Sue,13.83148,100.52102,Entire home/apt,1050,3,25,3/8/2024,0.18,7,176,2
320014,2-BR condo near BTS on Sukhumvit Rd,843854,Anshera,Khlong Toei,13.7281,100.57318,Entire home/apt,1837,30,71,3/24/2024,0.47,1,137,1
384924,Oasis in the heart of Bangkok,1667508,Siriwipa,Ratchathewi,13.74902,100.55652,Entire home/apt,918,90,95,1/31/2023,0.66,1,191,0
385130,City Center | Subway | Private Bath | AC,1927968,Evan,Sathon,13.720548,100.54697,Entire home/apt,875,1,426,3/25/2024,2.85,49,325,17
385979,Monthly rent 2Beds/2Baths quiet APT at BTS,1681901,Pornpan,Khlong San,13.71905,100.50414,Entire home/apt,1747,30,81,4/7/2023,0.55,2,365,0
390611,Sukhumvit apartment near Nana BTS,807406,Hollis,Khlong Toei,13.74052,100.55237,Entire home/apt,960,2,208,6/11/2024,1.4,1,189,17
393066,✺✺99 feet in the sky✺✺,1927968,Evan,Sathon,13.720785,100.547241,Entire home/apt,632,1,466,6/1/2024,3.21,49,365,15
397449,Cozy Studio Apt near Skytrain.(72/74),263049,Tor,Sathon,13.71782,100.51622,Private room,1100,1,44,5/6/2024,0.3,7,365,4
405662,"Asoke: tasteful, modern 1BR condo",1425515,Peter,Vadhana,13.73816,100.56495,Entire home/apt,1400,27,35,4/12/2024,0.24,2,112,3
407381,3 minutes walk to Phrom Phong BTS,1463818,Amporn,Vadhana,13.73675,100.57191,Entire home/apt,3967,7,15,9/14/2022,0.11,1,83,0
413824,Central Oasis: Private & Light-filled EnSuite,1927968,Evan,Sathon,13.720548,100.54697,Entire home/apt,554,1,367,5/25/2024,2.62,49,362,27
428360,Big Studio ensuite private kitchen near to PK gym,2129668,Wimonpak,Yan na wa,13.69673,100.53202,Entire home/apt,918,1,35,3/4/2019,0.24,44,365,0
428421,2. Bangkok bright Apartment 201,2129668,Wimonpak,Bang Kho laen,13.69935,100.52723,Entire home/apt,700,365,40,10/24/2018,0.27,44,364,0
428907,1.Bangkok great value Studio WIFI,2129668,Wimonpak,Bang Kho laen,13.69977,100.52652,Entire home/apt,882,180,17,11/27/2023,0.12,44,270,3
428950,BKK City Fab Luxx Studio free wifi @1194,2129668,Wimonpak,Bang Kho laen,13.698,100.52886,Entire home/apt,750,1,131,4/28/2024,0.9,44,358,3
430691,5. Bangkok Bright Apartment -WIFI1194,2129668,Wimonpak,Bang Kho laen,13.70068,100.5228,Entire home/apt,850,1,29,4/16/2024,0.22,44,365,2
430703,"6. Bangkok nice, cosy Apartment 201 near to PK gym",2129668,Wimonpak,Bang Kho laen,13.69925,100.52624,Entire home/apt,850,3,54,5/4/2024,0.38,44,336,3
430706,7. Bangkok big bright Apartment 402,2129668,Wimonpak,Bang Kho laen,13.70086,100.52276,Entire home/apt,1351,365,8,6/28/2013,0.06,44,365,0
432004,STUDIO-WIFI-RAIN SHOWER-SATHORN,2148220,Marvin,Sathon,13.71922,100.5255,Private room,1472,1,14,2/23/2017,0.1,4,177,0
449793,Ensuite Bright Studio-super WI-FI,2129668,Wimonpak,Bang Kho laen,13.70089,100.52388,Entire home/apt,780,1,13,11/1/2014,0.09,44,170,0
449826,Loft near Sathon/Silom - BTS SaphanTaksin,2129668,Wimonpak,Bang Kho laen,13.70218,100.52254,Entire home/apt,700,180,43,4/15/2023,0.3,44,364,0
450464,9. Bangkok Mini Stylish Studio 205,2129668,Wimonpak,Bang Kho laen,13.70039,100.52806,Entire home/apt,790,1,52,4/19/2024,0.44,44,351,7
580270,✴✴Colorful Room with Soaring Views in Center BKK✴✴,1927968,Evan,Sathon,13.720785,100.547241,Entire home/apt,587,1,116,4/15/2024,1,49,257,14
605314,☀ ☼Sky bedroom with a smooth life view☼☀,1927968,Evan,Sathon,13.720785,100.547241,Entire home/apt,850,1,456,6/8/2024,3.17,49,348,24
605343,✬Sweet Dreams in the Center of Bangkok@Sky House✬,1927968,Evan,Sathon,13.720785,100.547241,Entire home/apt,700,1,237,6/8/2024,1.69,49,362,9
608624,Big Jacuzzi+BTS/BRT+wifi 300mbps,2940438,Kinifrog,Thon buri,13.71699,100.4783,Entire home/apt,1350,14,5,2/16/2024,0.28,22,86,2
688013,1 BR Near BTS WIFI/POOL/FITNESS (B),1780407,Feb,Bang Na,13.67926,100.61655,Entire home/apt,808,29,149,4/30/2024,1.05,6,273,2
722291,"1 bedroom apartment, Center Bangkok",1810415,Egidio,Sathon,13.72109,100.53915,Entire home/apt,1065,300,35,6/17/2022,0.27,3,179,0
723070,"One Bed apartmentm,The Seed Mingle condo, Bangkok",3734436,Chok,Sathon,13.72075,100.53993,Entire home/apt,1653,21,2,12/5/2018,0.03,2,293,0
729015,NEW River Condo Center BTS temples,3785867,Julia,Khlong San,13.72077,100.51202,Entire home/apt,3501,360,36,4/30/2018,0.26,2,364,0
742693,Nice 1 Bed 5 mins walk Thonglor BTS,3888806,Nulek,Khlong Toei,13.72062,100.58019,Entire home/apt,1837,2,1,12/22/2023,0.16,1,365,1
758483,Thong Lo Living: Stylish/Spacious 90 sqm Apartment,1774390,Add,Vadhana,13.73595,100.58375,Entire home/apt,2500,3,62,1/30/2020,0.44,2,241,0
768019,"Luxury 3BR+ Pool Villa for 6-10, great location",2975807,Ingo,Vadhana,13.73668,100.56693,Entire home/apt,12000,28,4,4/30/2023,0.03,1,269,0
788043,Thonburi  APT @Sky train,4070562,Ben,Khlong San,13.72101,100.50378,Entire home/apt,720,30,96,3/12/2024,0.69,3,135,5
811670,Lovely quaint Bangkok home,4268095,Ann,Din Daeng,13.78499,100.56958,Entire home/apt,2000,2,30,1/3/2024,0.22,1,363,3
818612,Budget price but 5 star value near new skytrain,822284,Rae And Charlie,Bang Sue,13.83148,100.52151,Entire home/apt,1050,3,12,2/3/2024,0.09,7,177,4
820395,Cosy cottage in garden setting near new skytrain,822284,Rae And Charlie,Bang Sue,13.83026,100.52082,Entire home/apt,700,7,14,1/19/2024,0.1,7,332,1
822214,Jade House overlooking Pool near new skytrain,822284,Rae And Charlie,Bang Sue,13.83148,100.52307,Entire home/apt,1300,3,28,2/18/2024,0.2,7,144,6
851956,Great bright&spacious 1B BTS Onnut,4100838,Siri,Khlong Toei,13.70486,100.60152,Entire home/apt,1200,14,41,3/27/2024,0.3,3,331,3
852063,2BR Apt. near Sathon Silom-free WIFI,4396467,Sujin,Sathon,13.71972,100.54924,Entire home/apt,1900,120,26,1/5/2023,0.19,3,356,0
858311,"Riverview penthouse duplex, 5 Pers, taxi included",4491588,Donzo,Khlong San,13.722420692443848,100.50871276855469,Entire home/apt,3995,2,331,6/23/2024,2.39,1,202,51
858338,✩Vibrant street✩Cozy n Cool near MRT Silom/center✩,1927968,Evan,Sathon,13.720785,100.547241,Entire home/apt,700,1,300,5/24/2024,2.16,49,290,16
861105,Home Sweet Home For Your Family near new skytrain,822284,Rae And Charlie,Bang Sue,13.83235,100.5228,Entire home/apt,1600,3,49,3/13/2024,0.35,7,151,7
863341,1BR Condo-BRT to BTS Chong Nonsi,4474838,Sue,Yan na wa,13.67907,100.52887,Entire home/apt,992,28,28,4/30/2024,0.24,4,365,1
863669,"2 BR - Near BTS, Wifi",4474838,Sue,Khlong San,13.72162,100.5075,Entire home/apt,2388,7,106,5/9/2024,0.78,4,344,13
866329,Entire Studio center of Bangkok,4549405,Carlos,Bang Rak,13.72479,100.53039,Private room,728,27,18,3/29/2024,0.14,2,254,5
931149,1 BR by the river-pool/wifi/fitness,1780407,Feb,Bang Kho laen,13.68909,100.51225,Entire home/apt,3158,28,12,4/21/2024,0.09,6,365,1
973830,BangLuang House1 @ Bangkok Thailand,5325919,วสวัตติ์,Bangkok Yai,13.73292,100.46413,Private room,2204,1,87,4/23/2024,0.64,3,336,8
976690,Beautiful 1 BR apartment @BTS Ari,5344120,Nattavut,Phaya Thai,13.77931,100.54262,Entire home/apt,1400,15,90,11/15/2022,0.66,4,336,0
978969,"60 m2 apartment in Thong Lor, Bangkok",5358785,Danny,Vadhana,13.73224,100.57803,Entire home/apt,1726,4,6,1/1/2023,0.05,1,364,0
988373,BangLuang House 2@ Bangkok Thailand,5325919,วสวัตติ์,Phasi Charoen,13.73122,100.46228,Entire home/apt,2000,1,120,6/3/2024,0.88,3,357,17
1026451,"♡Chic Studio, Easy Walk to Pier & BTS Taksin♡",3346331,Bee,Sathon,13.71192,100.51535,Entire home/apt,829,2,525,6/17/2024,3.88,7,323,33
1028486,STUDIO RM2 - WIFI- SATHORN,2148220,Marvin,Sathon,13.71798,100.52841,Private room,1472,1,4,11/12/2014,0.03,4,177,0
1035589,Double  Bed Apartment,4115838,Primrose,Thawi Watthana,13.79274,100.33377,Private room,2000,2,2,10/11/2023,0.1,6,364,1
1035640,Double Bed Apartment,4115838,Primrose,Thawi Watthana,13.79315,100.33356,Private room,2140,2,1,7/8/2023,0.08,6,365,1
1041976,"Newly renovated tranquil w/ a free transfer, Siam",5735895,Pariya,Parthum Wan,13.74814,100.52016,Entire home/apt,3114,3,312,6/15/2024,2.38,2,328,17
1052180,"City View, relaxed theme & delicious food around",5793490,Nicky,Bang Kho laen,13.69947,100.52726,Entire home/apt,900,1,39,5/13/2024,0.31,6,165,6
1057173,"IdeoMix, Sukhumvit RD, close to BTS",5822937,Piya,Bang Na,13.67991,100.61055,Entire home/apt,999,5,179,6/24/2024,1.39,1,227,10
1067748,5 mins by car from Chong Nonsi BTS Station,4154759,Mimi,Sathon,13.71498,100.53312,Entire home/apt,1300,1,46,3/24/2024,0.43,5,188,5
1088343,"On Nut BTS, 2 bed 2 bath, Big C, Lotus",5981006,Sibyl,Vadhana,13.7104,100.60171,Entire home/apt,3232,30,17,1/4/2020,0.13,1,354,0
1094136,"Private, relaxed with amenities",5793490,Nicky,Bang Kho laen,13.69949,100.52725,Entire home/apt,1010,1,29,4/15/2024,0.25,6,161,7
1141969,Great location on a charming loft,6262801,Andrea,Bang Rak,13.72687,100.52326,Entire home/apt,6244,30,8,1/22/2019,0.06,1,358,0
1160838,Spacious 2 Bedroom Apartment near BTS-non smoking,1513875,Suchada,Phaya Thai,13.7736,100.54079,Entire home/apt,2071,1,392,6/19/2024,3.48,4,361,177
1187726,Private Studio Bed Room Walkable from BTS Ari,5402740,Nattha,Phaya Thai,13.77808,100.5416,Entire home/apt,1000,120,19,6/11/2024,0.3,1,296,1
1206077,CityCenter BTS Ari AREE FastWifi+Kitchen+SwimPool,6586465,Tayawat,Phaya Thai,13.77776,100.54353,Entire home/apt,2590,5,36,5/24/2023,0.29,1,179,0
1218098,Transit DMK & Not far from Impact,6647138,NiNew,Lak Si,13.88974,100.56257,Private room,800,1,28,11/12/2023,0.21,4,361,1
1218842,F/F Studio APT For Rent. ARI BTS.,6648722,Taweewat  (Ken),Phaya Thai,13.78148,100.54868,Private room,1154,2,1,1/4/2019,0.01,2,365,0
1227663,Hip Luxury Apt in Best Location (Best wifi),5469059,Andrew,Parthum Wan,13.74088,100.54102,Entire home/apt,3600,28,124,4/2/2024,0.92,1,303,3
1296322,Mini chic Apartment -BTS S Taksin,2129668,Wimonpak,Sathon,13.71425,100.51332,Entire home/apt,890,180,223,2/19/2024,1.67,44,358,6
1302302,2 Beds Serviced Modern Oriental SkyVillas,6132593,Salvatore,Sathon,13.72027,100.52851,Entire home/apt,4050,2,153,5/20/2024,1.16,7,220,12
1316688,Contemporary Modern Duplex - Thonglor,5394070,Eva,Khlong Toei,13.72242,100.57962,Entire home/apt,1579,30,84,5/31/2024,0.64,1,97,4
1338281,Loft Studio 6 min BTS Sapan Taksin,2129668,Wimonpak,Sathon,13.71506,100.51319,Entire home/apt,950,1,126,4/15/2024,0.95,44,361,8
1338489,FABB Modern 4 BTS Sapan Taksin,2129668,Wimonpak,Sathon,13.7133,100.51337,Entire home/apt,999,1,170,5/15/2024,1.27,44,180,10
1341890,"Modern Studio near ARL, Wifi, 40%Monthly Discount!",7278395,Niramol,Huai Khwang,13.74538,100.59943,Entire home/apt,888,7,61,10/3/2023,0.46,9,124,3
1350390,3.Cool Chic apartment walk 5 min BTS Sathon,2129668,Wimonpak,Sathon,13.71628,100.51238,Entire home/apt,980,1,129,6/2/2024,0.97,44,355,11
1353517,95 sqm. 2 br. 1-5 people. Next to thonglor bts,7327298,Notee,Khlong Toei,13.72393,100.57647,Entire home/apt,2950,5,45,6/21/2024,0.43,2,203,15
1394285,Superior Double Room Near Airport,7489121,Anis,Suanluang,13.73789,100.64271,Private room,850,1,12,5/25/2024,0.13,13,364,4
1412787,"Newly renovated 1BR by the river, near ICON SIAM",7616231,Jeab,Khlong San,13.72174,100.50769,Entire home/apt,1371,3,128,5/16/2024,1,1,114,25
1419797,2-room apartment@heart of BKK,7644106,Jirapha,Parthum Wan,13.74381,100.54792,Entire home/apt,2250,7,116,6/8/2024,0.88,1,114,17
1420577,River view near ICON SIAM 74sqm. Free pick up,7647775,Hataipat,Khlong San,13.71847,100.50914,Entire home/apt,3253,45,1,8/25/2013,0.01,5,26,0
1421233,Close to river and near city. Free pick up,7647775,Hataipat,Khlong San,13.71672,100.5092,Entire home/apt,1364,5,72,2/27/2020,0.58,5,27,0
1440474,"Studio Sukhumvit 22, MRT BTS Asok Phrom Phong (2F)",7736004,Prim,Khlong Toei,13.726709365844727,100.56356048583984,Entire home/apt,1850,1,11,4/24/2024,0.1,1,175,9
1452584,Quiet&Cozy Place on Thong Lor Street,578672,Warin,Vadhana,13.73862,100.585,Private room,1049,3,1,1/1/2014,0.01,1,365,0
1457235,City view Studio surrounding by street food,5793490,Nicky,Bang Kho laen,13.69945,100.52725,Entire home/apt,980,1,12,3/16/2024,0.1,6,180,3
1485092,New Model Studio 24,5469970,Yair,Suanluang,13.723466869331869,100.61650226072119,Entire home/apt,997,10,2,11/13/2016,0.02,19,365,0
1485265,E04:New Model Studio 24 - Sukhumvit 77,5469970,Yair,Suanluang,13.72162,100.61622,Entire home/apt,1013,28,17,2/25/2024,0.14,19,345,6
1504766,Cozy Riverfront APT with sunset view,1681901,Pornpan,Bang Kho laen,13.68839,100.51065,Entire home/apt,2167,7,11,6/11/2024,0.1,2,283,6
1522068,100 SQM Spacious 2BR - 450 m from RN03 station,8123510,Tatiya,Chatu Chak,13.84279,100.56287,Entire home/apt,2239,2,263,6/8/2024,2.05,10,356,27
1526123,Thong Lo Cozy Haven: Charming 60 sqm Home,1774390,Add,Vadhana,13.73767,100.58381,Entire home/apt,2100,3,43,6/19/2024,0.33,2,352,2
1571204,Vintage Elegance in the Heart of Bangkok,8214044,Evan From Sanctuary House,Sathon,13.72052,100.54682,Entire home/apt,864,1,335,6/11/2024,2.58,8,355,19
1585084,Luxury 3 Bedrooms Suite @BTS Phrompong,8444643,Kiattisak,Vadhana,13.73616,100.57224,Entire home/apt,6500,100,46,2/26/2019,0.36,59,365,0
1621954,Baan Nampetch Hostel(Doublebed W),8626494,Paula,Phra Nakhon,13.76052,100.50066,Private room,950,1,243,2/8/2024,1.88,7,365,7
1630813,iSanook Suite Deluxe 45 sqm 1,8663142,ISanook,Bang Rak,13.73232,100.52336,Private room,2850,30,11,9/27/2023,0.09,55,298,2
1638413,Cool Studio 1 walk 5 min to BTS. S. Taksin,2129668,Wimonpak,Sathon,13.71637,100.51592,Entire home/apt,850,1,228,11/18/2019,1.75,44,176,0
1645397,Private Apartment,8191888,Nan,Vadhana,13.73972,100.55779,Private room,1325,30,20,6/23/2016,0.16,6,365,0
1647608,iSanook Suite 34 sqm 1,8663142,ISanook,Bang Rak,13.73288,100.52328,Private room,1900,30,16,2/24/2023,0.13,55,330,0
1657411,Near Suvarnabhumi Airport,8362130,Luckana,Lat Krabang,13.719,100.73172,Entire home/apt,1396,1,63,2/28/2020,0.49,2,365,0
1661636,City Center Retreat | Private Bathroom | A/C,1927968,Evan,Sathon,13.720548,100.54697,Entire home/apt,614,1,227,5/27/2024,1.74,49,358,20
1662207,unit A-Sweet Studio- 2 guests,8807437,Oillie,Bangkok Yai,13.74266,100.47679,Entire home/apt,1650,1,9,1/8/2023,0.07,11,364,0
1665776,1 Bedroom with Twin Beds- 2 guests,8807437,Oillie,Bangkok Yai,13.74286,100.47575,Entire home/apt,1950,1,4,3/28/2018,0.04,11,364,0
1665970,1 Bedroom with a Double Bed- 2 guests,8807437,Oillie,Bangkok Yai,13.74162,100.47567,Entire home/apt,1950,1,3,1/6/2023,0.12,11,364,0
1666361,2 Bedrooms with two double beds for 4 people,8807437,Oillie,Bangkok Yai,13.74308,100.47737,Entire home/apt,3000,1,1,1/10/2016,0.01,11,364,0
1669918,Condominium 190 m2,8841731,Sylvain Et Takae,Khlong Toei,13.72387,100.57261,Private room,1377,3,20,1/5/2019,0.15,1,269,0
1685582,Urban Oasis: Tranquil Retreat in Central Bangkok,1927968,Evan,Sathon,13.720785,100.547241,Entire home/apt,614,1,201,5/19/2024,1.54,49,341,17
1704776,NEw Pro!!  Bungalow Bkk Centre,2129668,Wimonpak,Bang Kho laen,13.69757,100.5288,Entire home/apt,1000,250,18,8/3/2017,0.14,44,365,0
1765918,2BR apt in a cozy neighborhood,9279712,Jing,Phaya Thai,13.77486,100.54272,Entire home/apt,1814,10,142,6/1/2024,1.1,3,242,11
1793000,The Duplex - Asoke- Luxury 92sqm,9407280,Timo,Vadhana,13.74668,100.56137,Entire home/apt,4718,25,292,2/22/2024,2.26,1,327,3
1816517,1 BR condominium center BKK +NETFLIX+55SQM,8492603,Sudhichai,Ratchathewi,13.75351,100.53308,Entire home/apt,1299,24,77,6/17/2023,0.61,1,149,0
1817644,Baan Nampetch Hostel for 4 guest.,8626494,Paula,Phra Nakhon,13.76044,100.50095,Private room,1500,1,24,3/4/2024,0.21,7,365,1
1821471,Baan Nampetch Hostel (Budget Double bedroom),8626494,Paula,Phra Nakhon,13.76222,100.50212,Hotel room,850,1,156,4/9/2024,1.21,7,365,6
1836007,Cozy1 BR - 3 min to BTS - (Wifi) #A,5260038,Great,Bang Na,13.67939,100.61008,Entire home/apt,1000,4,85,9/7/2022,0.66,1,47,0
1862089,Perfect Escape: Sunny Rooftop EnSuite Oasis,1927968,Evan,Sathon,13.720548,100.54697,Entire home/apt,729,1,446,6/2/2024,3.45,49,358,24
1862377,Urban Studio Oasis - Central Bangkok & MRT,8214044,Evan From Sanctuary House,Sathon,13.72063,100.54694,Entire home/apt,1000,1,340,6/9/2024,2.8,8,324,21
1882107,1BR/1 min to BTS Krungthonburi,9797599,Littlehome,Khlong San,13.72215,100.50504,Entire home/apt,2388,20,34,4/6/2018,0.27,9,365,0
1887544,"""Serviced 2 Bed Scenic SkyVillas""",6132593,Salvatore,Sathon,13.72096,100.52911,Entire home/apt,4050,2,150,6/14/2024,1.17,7,184,22
1888303,Cozy 1BR rooftop (BTS Ploenchit) heart of bangkok,9821998,Pichanee,Khlong Toei,13.73782,100.55179,Entire home/apt,1490,5,10,7/2/2018,0.11,1,16,0
1897982,Suvarnabhumi free transfer,8362130,Luckana,Lat Krabang,13.7196,100.73106,Entire home/apt,1653,1,43,3/3/2020,0.34,2,365,0
1920431,Apartment with cafe food massage,9955279,Panu,Lat Krabang,13.72021,100.75534,Private room,560,1,1,7/3/2023,0.08,1,364,1
1937830,Private Apartment Studio,8191888,Nan,Vadhana,13.74741,100.56178,Entire home/apt,1325,1,123,4/17/2024,0.96,6,362,4
1943048,"Best nr Chatujak, MRT, BTS free wifi&fNetflix",9906827,Nokiko,Chatu Chak,13.81694,100.56451,Entire home/apt,1469,1,341,6/3/2024,2.7,1,336,25
1953657,2 Bedrooms fit for family/58 sqm./4 mins to BTS,10099278,Karjsanit,Vadhana,13.7085,100.60039,Entire home/apt,1300,28,67,5/30/2024,0.52,1,305,7
1961981,S1 hostel (Dorm) Sathorn Bangkok,10138065,S1,Sathon,13.72157,100.54509,Shared room,380,1,91,2/23/2024,0.78,3,365,5
1963939,Parkview BKK/ Cozy studio room/ Pratunam market,10146514,Benja,Ratchathewi,13.756501759651231,100.54166167509091,Private room,999,1,5,2/17/2024,0.35,5,250,2
1975849,1 Bdrm in Saphan Kwai near BTS/MRT/JJ 30 day min.,8480912,Chris And Lek,Phaya Thai,13.79128,100.54935,Entire home/apt,1000,7,39,2/1/2024,0.31,1,111,6
1982413,Hip Room ♥ Of BKK+River+BTS+WIFI,3346331,Bee,Sathon,13.71278,100.5156,Entire home/apt,861,2,461,6/7/2024,3.6,7,300,36
1986193,Condo QUATTRO @Thonglor Near BTS,10246374,Arika,Vadhana,13.72873,100.58039,Entire home/apt,1985,10,20,4/22/2024,0.16,3,55,4
2068795,Wow! Entire 3 story house in Bangkok,9390848,VeeZa,Dusit,13.77537,100.52383,Entire home/apt,3594,1,341,6/22/2024,3.12,1,350,45
2068972,State tower riverview 42th freewifi,10581237,Anchana,Bang Rak,13.72225,100.51642,Private room,2061,30,10,9/2/2015,0.08,4,365,0
2069445,1Br riverview 42th State tower wifi,10581237,Anchana,Bang Rak,13.72221,100.51568,Private room,2061,30,2,1/11/2015,0.02,4,365,0
2070131,"Cozy Studio by BTS: Wifi, Pool #2",1780407,Feb,Phra Khanong,13.69821,100.60626,Entire home/apt,616,120,82,3/31/2024,0.64,6,112,3
2075095,"Top of ""Old Siam""- 17th floor views",368001,Melissa And Kurt,Phra Nakhon,13.76473,100.49718,Entire home/apt,992,30,30,6/19/2022,0.24,1,206,0
2077641,1BR River view 19th State tower,10581237,Anchana,Bang Rak,13.72007,100.51711,Private room,1300,30,3,1/1/2015,0.02,4,365,0
2084034,Unique 2 bd-apt right above pool,10297749,Tash,Vadhana,13.73332,100.57099,Entire home/apt,2587,6,62,3/7/2024,0.49,2,365,3
2112940,Great Studio in Great Area 24Sqm.,10772928,Yair,Suanluang,13.723911310865367,100.61614856946274,Entire home/apt,1306,28,5,1/7/2024,0.04,13,364,2
2118606,City heart resort style condo.,10802851,Susie,Phaya Thai,13.78064,100.54393,Entire home/apt,1469,3,6,12/25/2014,0.05,1,363,0
2124717,Large cozy Studio in on nut 17,5469970,Yair,Suanluang,13.723456195973759,100.6183998870675,Entire home/apt,1286,10,10,8/10/2017,0.08,19,365,0
2133513,B11-Amazing studio in Onnut 26sqm,10772928,Yair,Suanluang,13.72159,100.61659,Entire home/apt,1099,10,14,9/14/2023,0.12,13,349,1
2135883,Elegant 2-Brm Condo in Heart of Bangkok,10899693,Gerald,Bang Rak,13.72543,100.53838,Entire home/apt,5510,4,130,4/14/2024,1.07,1,148,24
2162578,"3min to BTS, Late Checkout, WiFi, Pool, BNH",1140715,Chonnikan,Bang Rak,13.72425,100.53087,Entire home/apt,2200,5,132,6/14/2024,1.06,2,188,21
2166902,Sathorn Apt with urban vibe,11057279,Jay,Sathon,13.71663,100.52864,Entire home/apt,939,5,115,4/21/2024,0.91,1,308,8
2178237,"Duplex Riverview, 500 m. from IconSiam",1610754,Sasa,Khlong San,13.7223,100.50293,Entire home/apt,4408,2,19,6/12/2024,0.15,9,270,16
2199975,Sarin Place Lodge,11221480,Weerakorn,Chatu Chak,13.82824,100.56594,Entire home/apt,1118,28,20,1/7/2020,0.21,6,364,0
2206432,"Modern, cosy, great pool/gym",1425515,Peter,Huai Khwang,13.74742,100.56678,Entire home/apt,1020,29,13,2/29/2024,0.11,2,359,2
2234748,E3:New Studio 3KM to BTS- Sukhumvit 77,5469970,Yair,Suanluang,13.723651161115674,100.61827073831921,Entire home/apt,1023,28,9,3/5/2024,0.09,19,359,2
2262721,"2BR-Airy,Cosy in Thai Neighbourhood",11554321,Artra,Din Daeng,13.78588,100.56957,Entire home/apt,1595,2,190,4/17/2024,1.5,1,360,10
2279684,BKK PARAGON/Pratunam 5mins BTS 2nd fl.,11495081,Pemigar,Ratchathewi,13.74978,100.53301,Entire home/apt,990,3,129,3/30/2024,1.15,12,114,9
2286703,Urban Oasis | Private Bath | AC,1927968,Evan,Sathon,13.720548,100.54697,Entire home/apt,800,1,228,6/15/2024,1.81,49,360,24
2294502,✭✭✭✭Cozy Hideawy in BKK Center near MRT Lumpini✭✭✭,1927968,Evan,Sathon,13.720785,100.547241,Entire home/apt,600,1,181,5/19/2024,1.44,49,338,20
2297767,Comfortable studio room on Ratchada,10656945,Pantanida,Huai Khwang,13.79216,100.57502,Entire home/apt,620,28,28,2/11/2024,0.29,1,269,2
2300491,Modern Condo 2 mins walk to Sukhumvit BTS Skytrain,8444643,Kiattisak,Phra Khanong,13.69784,100.60635,Entire home/apt,799,30,110,3/23/2023,0.88,59,365,0
2321290,1BR Cosy & Perfect Location @Asoke BTS/MRT,589801,Jocelyn,Khlong Toei,13.73606,100.55934,Entire home/apt,1829,3,150,6/9/2024,1.21,1,251,16
2327076,Nantiruj - 64 sqm Deluxe One-bedroom (D1) @Nana,11772331,Nantiruj,Khlong Toei,13.73908,100.55487,Entire home/apt,1530,2,23,1/10/2020,0.18,12,364,0
2332282,"Cozy Studio by BTS: Wifi, Pool #1",1780407,Feb,Phra Khanong,13.70396,100.60281,Entire home/apt,1264,180,27,7/14/2022,0.22,6,181,0
2360167,"Large 2 bedrooms apartment, Silom",12052974,Nisith,Bang Rak,13.72004,100.5186,Entire home/apt,6000,3,66,3/29/2024,0.56,1,349,23
2368241,"Downtown,just 100m. To Siam,MBK,BTS",7647775,Hataipat,Ratchathewi,13.75156,100.52988,Entire home/apt,1417,5,75,10/28/2019,0.59,5,147,0
2375378,iSanook Family Suite Deluxe 67 sqm 3,8663142,ISanook,Bang Rak,13.7332,100.52094,Private room,4000,30,1,8/27/2022,0.04,55,298,0
2394858,Small & Serene: MRT Proximity in Silom Shadows,1927968,Evan,Sathon,13.720785,100.547241,Entire home/apt,660,1,163,4/15/2024,1.3,49,337,8
